timestamp,order_id,agent_id,agent_type,order_type,side,price,quantity,mid_price,spread,distance_from_mid,is_aggressive,volatility,momentum,order_book_imbalance,time_since_last_trade,resulted_in_trade,was_toxic,trade_price
3,14,10,uninformed,MARKET,BUY,,2,247.75655668640627,0.7452580603124943,,True,0.0005015045555845565,-0.005991249999999923,-0.3333333333333333,0,True,False,248.12918571656252
4,15,1,market_maker,LIMIT,BUY,247.13716498406254,2,248.00518312500003,1.2425109375000147,-0.003499999999999975,False,0.0006253517395731886,-0.005492999999999877,-0.2,0,True,False,247.13716498406254
4,16,1,market_maker,LIMIT,SELL,248.37719089968752,2,248.00518312500003,1.2425109375000147,0.0014999999999999564,False,0.0006253517395731886,-0.005492999999999877,0.0,0,True,False,248.37719089968752
4,17,15,uninformed,MARKET,BUY,,3,247.88055927796876,0.9932632434374966,,True,0.0006253517395731886,-0.005492999999999877,-0.14285714285714285,0,True,False,248.62643859375004
5,18,1,market_maker,LIMIT,BUY,247.50917275875003,2,248.00518312500003,1.2425109375000147,-0.0020000000000000183,False,0.0012768680374822938,-0.001999999999999955,0.09090909090909091,0,True,False,247.50917275875003
5,19,1,market_maker,LIMIT,SELL,248.749198674375,2,248.06780567625003,1.117265835000012,0.0027468014088625993,False,0.0012768680374822938,-0.001999999999999955,0.23076923076923078,0,True,True,248.749198674375
6,20,1,market_maker,LIMIT,BUY,247.57167006489755,2,248.06780567625003,1.117265835000012,-0.0019999999999999424,False,0.0013950334811884532,0.0,0.06666666666666667,0,True,False,247.57167006489755
6,21,1,market_maker,LIMIT,SELL,248.8120090932788,2,248.0990543293238,1.0547685288524917,0.002873669816607318,False,0.0013950334811884532,0.0,0.17647058823529413,0,True,True,248.8120090932788
7,22,1,market_maker,LIMIT,BUY,247.60285622066513,2,248.0990543293238,1.0547685288524917,-0.0020000000000000516,False,0.0014489807182019275,0.0002525050100200456,0.05263157894736842,0,True,False,247.60285622066513
7,23,1,market_maker,LIMIT,SELL,248.84335149231177,2,248.1146474072076,1.0235823730849063,0.0029369652002375134,False,0.0014489807182019275,0.0002525050100200456,0.05263157894736842,0,True,True,248.84335149231177
7,24,7,uninformed,MARKET,BUY,,2,248.1146474072076,1.0235823730849063,,True,0.0014489807182019275,0.0002525050100200456,0.05263157894736842,0,True,False,248.749198674375
8,25,1,market_maker,LIMIT,BUY,247.92785142007259,2,248.17602744752008,1.1463424537098774,-0.0009999999999999163,False,0.0014304548459666939,0.00037850501002008644,0.05263157894736842,0,True,False,247.92785142007259
8,26,1,market_maker,LIMIT,SELL,249.16873155731017,2,248.3385250472238,0.8213472543024238,0.0033430435729957103,False,0.0014304548459666939,0.00037850501002008644,0.05263157894736842,0,True,False,249.16873155731017
9,27,1,market_maker,LIMIT,BUY,248.0901865221766,2,248.3385250472238,0.8213472543024238,-0.0009999999999999716,False,0.0014159758033495031,0.000436258832439109,0.05263157894736842,0,True,False,248.0901865221766
9,28,1,market_maker,LIMIT,SELL,249.3318791474127,2,248.4196925982758,0.6590121521984145,0.0036719574829038753,False,0.0014159758033495031,0.000436258832439109,0.05263157894736842,0,True,False,249.3318791474127
9,29,9,uninformed,MARKET,SELL,,3,248.4196925982758,0.6590121521984145,,True,0.0014159758033495031,0.000436258832439109,0.05263157894736842,0,True,False,247.92785142007259
9,30,14,uninformed,MARKET,SELL,,3,248.3385250472238,0.8213472543024238,,True,0.0014159758033495031,0.000436258832439109,0.0,0,True,False,247.60285622066513
10,31,1,market_maker,LIMIT,BUY,247.16779263215773,2,248.16043436963628,1.1775286094774629,-0.00400000000000002,False,0.00142324334414559,0.0009652222115371252,0.05263157894736842,0,True,False,247.16779263215773
10,32,1,market_maker,LIMIT,SELL,248.40859480400593,2,248.16043436963628,1.1775286094774629,0.0010000000000000623,False,0.00142324334414559,0.0009652222115371252,0.05263157894736842,0,True,True,248.40859480400593
11,33,1,market_maker,LIMIT,BUY,246.99817190471393,2,247.99013243445174,0.8369247391083832,-0.004000000000000011,False,0.001281117773141867,-6.283071755229976e-05,0.05263157894736842,0,True,False,246.99817190471393
11,34,1,market_maker,LIMIT,SELL,248.23812256688618,2,247.99013243445174,0.8369247391083832,0.0009999999999999456,False,0.001281117773141867,-6.283071755229976e-05,0.05263157894736842,0,True,False,248.23812256688618
12,35,1,market_maker,LIMIT,BUY,246.9132767306283,2,247.90489631589185,0.6664525019886298,-0.003999999999999928,False,0.0007546493414387163,-0.0014028939436836212,0.05263157894736842,0,True,False,246.9132767306283
12,36,1,market_maker,LIMIT,SELL,248.15280121220775,2,247.90489631589185,0.6664525019886298,0.0010000000000000395,False,0.0007546493414387163,-0.0014028939436836212,0.05263157894736842,0,True,False,248.15280121220775
13,37,1,market_maker,LIMIT,BUY,246.87078669599845,2,247.86223563855265,0.5811311473102023,-0.003999999999999958,False,0.0004333576346975061,-0.0010297292330001544,0.05263157894736842,0,True,False,246.87078669599845
13,38,1,market_maker,LIMIT,SELL,248.11009787419118,2,247.86223563855265,0.5811311473102023,0.0009999999999999321,False,0.0004333576346975061,-0.0010297292330001544,0.05263157894736842,0,True,False,248.11009787419118
14,39,1,market_maker,LIMIT,BUY,246.84952043366619,2,247.84088396954436,0.538427809293637,-0.004000000000000006,False,0.0004347475356004078,-0.0005157334069850373,0.05263157894736842,0,True,False,246.84952043366619
14,40,1,market_maker,LIMIT,SELL,248.08872485351392,2,247.84088396954436,0.538427809293637,0.0010000000000000588,False,0.0004347475356004078,-0.0005157334069850373,0.05263157894736842,0,True,False,248.08872485351392
15,41,1,market_maker,LIMIT,BUY,246.83887666936891,2,247.83019745920575,0.5170547886163774,-0.004000000000000045,False,0.00043417969235938524,-0.00025821332010286205,0.0,0,True,False,246.83887666936891
15,42,1,market_maker,LIMIT,SELL,248.07802765666497,2,247.83019745920575,0.5170547886163774,0.0010000000000000685,False,0.00043417969235938524,-0.00025821332010286205,0.0,0,True,False,248.07802765666497
15,43,13,uninformed,MARKET,SELL,,1,247.82484886078126,0.5063575917674257,,True,0.00043417969235938524,-0.00025821332010286205,0.0,0,True,False,247.57167006489755
15,44,14,uninformed,MARKET,SELL,,1,247.82484886078126,0.5063575917674257,,True,0.00043417969235938524,-0.00025821332010286205,-0.05263157894736842,0,True,False,247.57167006489755
16,45,1,market_maker,LIMIT,BUY,246.55463220666897,2,247.7936002077075,0.5688548979149459,-0.004999999999999966,False,0.00041919038968047826,-0.00012925801005691807,0.0,0,True,False,246.55463220666897
16,46,1,market_maker,LIMIT,SELL,247.7936002077075,2,247.7936002077075,0.5688548979149459,0.0,True,0.00041919038968047826,-0.00012925801005691807,0.0,0,True,False,247.7936002077075
17,47,1,market_maker,LIMIT,BUY,246.41312955081258,2,247.65138648322875,0.28442744895747296,-0.005000000000000081,False,0.000411073917458587,-0.00019078273559852292,0.0,0,True,False,246.41312955081258
17,48,1,market_maker,LIMIT,SELL,247.65138648322875,2,247.65138648322875,0.28442744895747296,0.0,True,0.000411073917458587,-0.00019078273559852292,0.0,0,True,False,247.65138648322875
18,49,9,uninformed,MARKET,SELL,,2,247.5802796209894,0.14221372447872227,,True,0.00039794081228959475,-0.0007215060061695436,0.0,0,True,False,247.50917275875003
18,50,15,uninformed,MARKET,BUY,,2,247.51765706973939,0.26745882697872503,,True,0.00039794081228959475,-0.0007215060061695436,0.0,0,True,False,247.65138648322875
19,51,1,market_maker,LIMIT,BUY,246.35082011231884,2,247.58876393197875,0.4096725514574757,-0.005000000000000042,False,0.0002444573920873957,-0.0008608801298310391,0.0,0,True,False,246.35082011231884
19,52,1,market_maker,LIMIT,SELL,247.58876393197875,2,247.58876393197875,0.4096725514574757,0.0,True,0.0002444573920873957,-0.0008608801298310391,0.0,0,True,False,247.58876393197875
20,53,1,market_maker,LIMIT,BUY,246.19877511482818,1,247.48634579411438,0.20483627572872365,-0.005202592794179214,False,0.00022909774498866984,-0.0002528657405850714,0.0,0,True,True,246.19877511482818
20,54,1,market_maker,LIMIT,SELL,247.53648474443,1,247.48634579411438,0.20483627572872365,0.00020259279417913532,False,0.00022909774498866984,-0.0002528657405850714,0.0,0,True,False,247.53648474443
20,55,10,uninformed,MARKET,SELL,,3,247.46020620034,0.15255708817997515,,True,0.00022909774498866984,-0.0002528657405850714,0.05263157894736842,0,True,False,247.16779263215773
21,56,1,market_maker,LIMIT,BUY,245.69985729010497,1,247.35213868829385,0.36869211227227083,-0.006679875124391118,False,0.00018372849055950664,-0.0003794075482053803,0.0,0,True,True,245.69985729010497
21,57,1,market_maker,LIMIT,SELL,247.0256029769764,1,247.35213868829385,0.36869211227227083,-0.0013201248756088285,True,0.00018372849055950664,-0.0003794075482053803,0.0,0,True,False,247.16779263215773
22,58,1,market_maker,LIMIT,BUY,245.7026737317863,1,247.33682486424627,0.39931976036746164,-0.006606986781515043,False,0.00020701529827670329,-0.0009557188295907778,0.05263157894736842,0,True,True,245.7026737317863
22,59,1,market_maker,LIMIT,SELL,246.99228139779225,1,247.33682486424627,0.39931976036746164,-0.0013930132184850346,True,0.00020701529827670329,-0.0009557188295907778,0.05263157894736842,0,True,False,247.13716498406254
23,60,1,market_maker,LIMIT,BUY,245.71217775066742,1,247.33682486424627,0.39931976036746164,-0.006568561371605511,False,0.0002142743741548984,-0.00060415829967648,0.0,0,True,True,245.71217775066742
23,61,1,market_maker,LIMIT,SELL,246.98277737891112,1,247.33682486424627,0.39931976036746164,-0.0014314386283945677,True,0.0002142743741548984,-0.00060415829967648,0.0,0,True,False,247.13716498406254
23,62,5,uninformed,MARKET,SELL,,1,247.26732832457196,0.5383128397160704,,True,0.0002142743741548984,-0.00060415829967648,0.05263157894736842,0,True,False,246.99817190471393
25,63,15,uninformed,MARKET,BUY,,3,247.26732832457196,0.5383128397160704,,True,0.00021312318811195444,-0.0002809793475453902,0.0,0,True,False,247.58876393197875
26,64,1,market_maker,LIMIT,BUY,246.01882232677326,1,247.3958860562107,0.7954283029935709,-0.0055662353622346426,False,0.00022587636903085274,-0.0002809793475453902,-0.05263157894736842,0,True,True,246.01882232677326
26,65,1,market_maker,LIMIT,SELL,247.2885744693109,1,247.3958860562107,0.7954283029935709,-0.0004337646377653562,True,0.00022587636903085274,-0.0002809793475453902,-0.05263157894736842,0,True,False,247.2885744693109
27,66,1,market_maker,LIMIT,BUY,245.7663059661924,1,247.1433731870124,0.2904025645969739,-0.0055719366579090445,False,0.0002950783191988927,0.0005199139429775404,0.0,0,True,True,245.7663059661924
27,67,1,market_maker,LIMIT,SELL,247.03758016871032,1,247.1433731870124,0.2904025645969739,-0.0004280633420910175,True,0.0002950783191988927,0.0005199139429775404,0.0,0,True,False,247.03758016871032
27,68,8,uninformed,MARKET,BUY,,2,247.01787603671212,0.039408263996392634,,True,0.0002950783191988927,0.0005199139429775404,0.058823529411764705,0,True,False,247.2885744693109
27,69,13,uninformed,MARKET,SELL,,3,247.3958860562107,0.7954283029935709,,True,0.0002950783191988927,0.0005199139429775404,-0.05263157894736842,0,True,False,246.9132767306283
28,70,1,market_maker,LIMIT,BUY,245.83798372863947,1,247.3413800043225,0.9044404067699645,-0.006078223852623275,False,0.0004103915421836404,-0.0005013001046254461,0.0,0,True,True,245.83798372863947
28,71,1,market_maker,LIMIT,SELL,247.1133866199753,1,247.3413800043225,0.9044404067699645,-0.0009217761473766196,True,0.0004103915421836404,-0.0005013001046254461,0.0,0,True,False,247.1133866199753
29,72,1,market_maker,LIMIT,BUY,245.4990612242283,1,247.00127321045642,0.2242268190377672,-0.006081798553921425,False,0.0005154921603602882,-0.0002203191522587676,0.05263157894736842,0,True,True,245.4990612242283
29,73,1,market_maker,LIMIT,SELL,246.77447628421132,1,247.00127321045642,0.2242268190377672,-0.000918201446078616,True,0.0005154921603602882,-0.0002203191522587676,0.05263157894736842,0,True,False,246.88915980093753
30,74,1,market_maker,LIMIT,BUY,245.49593359486417,1,247.00127321045642,0.2242268190377672,-0.006094460955711876,False,0.0006495404411615283,-0.000574969802845801,0.0,0,True,True,245.49593359486417
30,75,1,market_maker,LIMIT,SELL,246.77760391357546,1,247.00127321045642,0.2242268190377672,-0.000905539044288164,True,0.0006495404411615283,-0.000574969802845801,0.0,0,True,False,246.88915980093753
30,76,12,uninformed,MARKET,BUY,,2,246.99208665798687,0.24259992397685437,,True,0.0006495404411615283,-0.000574969802845801,0.05263157894736842,0,True,False,247.7936002077075
31,77,1,market_maker,LIMIT,BUY,246.07260122505792,1,247.33219345185296,0.9228135117090517,-0.005092714414632945,False,0.0006417592146026623,-0.0013750501184239402,0.05263157894736842,0,True,True,246.07260122505792
31,78,1,market_maker,LIMIT,SELL,247.35512471138875,1,247.33219345185296,0.9228135117090517,9.271441463304396e-05,False,0.0006417592146026623,-0.0013750501184239402,0.05263157894736842,0,True,False,247.35512471138875
31,79,13,uninformed,MARKET,BUY,,1,247.11295570369361,0.48433801539030696,,True,0.0006417592146026623,-0.0013750501184239402,0.1111111111111111,0,True,False,247.35512471138875
32,80,15,uninformed,MARKET,BUY,,1,247.33219345185296,0.9228135117090517,,True,0.0007971642505688203,0.0013397511563212942,0.05263157894736842,0,True,False,247.7936002077075
33,81,1,market_maker,LIMIT,BUY,246.45602760999216,1,247.4744071763317,1.2072409606665246,-0.004115090436862533,False,0.0007971642505688203,0.0013397511563212942,0.0,0,True,True,246.45602760999216
33,82,1,market_maker,LIMIT,SELL,247.75036352114225,1,247.4744071763317,1.2072409606665246,0.001115090436862477,False,0.0007971642505688203,0.0013397511563212942,-0.05263157894736842,0,True,False,247.75036352114225
33,83,12,uninformed,MARKET,BUY,,3,247.31057510857033,0.8795768251438005,,True,0.0007971642505688203,0.0013397511563212942,0.0,0,True,False,248.07802765666497
34,84,1,market_maker,LIMIT,BUY,246.83159048684325,1,247.4797557747562,1.2179381575154764,-0.002619063874068445,False,0.000809174214353955,0.0005749907543129228,-0.05263157894736842,0,True,False,246.83159048684325
34,85,1,market_maker,LIMIT,SELL,248.12792106266915,1,247.4797557747562,1.2179381575154764,0.002619063874068445,False,0.000809174214353955,0.0005749907543129228,-0.05263157894736842,0,True,False,248.12792106266915
34,86,3,informed,MARKET,BUY,,8,247.4797557747562,1.2179381575154764,,True,0.000809174214353955,0.0005749907543129228,0.0,0,True,False,248.23812256688618
34,87,13,uninformed,MARKET,BUY,,2,247.5544546314423,1.3673358708877288,,True,0.000809174214353955,0.0005749907543129228,0.058823529411764705,0,True,False,248.40859480400593
35,88,1,market_maker,LIMIT,BUY,248.22928678687492,1,247.6396907500022,1.5378081080074821,0.002380862433994657,True,0.0008089266472708317,0.0005966159149919401,0.058823529411764705,0,True,False,248.22928678687492
35,89,1,market_maker,LIMIT,SELL,249.52649162062949,1,248.31894079544043,0.17930801713100664,0.004862902609526726,False,0.0008089266472708317,0.0005966159149919401,0.0,0,True,False,249.52649162062949
35,90,12,uninformed,MARKET,SELL,,2,248.31894079544043,0.17930801713100664,,True,0.0008089266472708317,0.0005966159149919401,0.0,0,True,False,246.87078669599845
36,91,1,market_maker,LIMIT,BUY,247.98062944869537,1,247.6396907500022,1.5378081080074821,0.0013767530465759001,True,0.0008172174591485247,0.0006678814813877302,0.0,0,True,False,247.98062944869537
36,92,1,market_maker,LIMIT,SELL,249.279869577309,1,248.19461212635065,0.4279653553105618,0.0043726068090707395,False,0.0008172174591485247,0.0006678814813877302,-0.06666666666666667,0,True,False,249.279869577309
36,93,15,uninformed,MARKET,SELL,,1,248.19461212635065,0.4279653553105618,,True,0.0008172174591485247,0.0006678814813877302,-0.06666666666666667,0,True,False,247.98062944869537
37,94,1,market_maker,LIMIT,BUY,247.85746066342713,1,247.6396907500022,1.5378081080074821,0.000879382108600631,True,0.0007171190202842495,0.0006462547804983028,0.0,0,True,False,247.85746066342713
37,95,1,market_maker,LIMIT,SELL,249.15539867182727,1,248.13302773371652,0.551134140578796,0.0041202533473613575,False,0.0007171190202842495,0.0006462547804983028,-0.06666666666666667,0,True,True,249.15539867182727
37,96,3,informed,MARKET,BUY,,8,248.13302773371652,0.551134140578796,,True,0.0007171190202842495,0.0006462547804983028,0.0,0,True,True,249.16873155731017
38,97,1,market_maker,LIMIT,BUY,249.72586929287834,1,248.51309611036865,1.3112708938830338,0.004880117794561141,True,0.0006890199610568899,0.0,0.0,0,True,False,249.16873155731017
38,98,1,market_maker,LIMIT,SELL,251.0280193695145,1,248.56866512036805,1.422408913881867,0.009894063871467984,False,0.0006890199610568899,0.0,-0.06666666666666667,0,True,False,251.0280193695145
39,99,1,market_maker,LIMIT,BUY,249.76270477149743,1,248.56866512036805,1.422408913881867,0.004803661195795397,True,0.0010953945722766702,0.0035269199283897677,-0.06666666666666667,0,True,False,249.279869577309
39,100,1,market_maker,LIMIT,SELL,251.1031554460442,1,248.59466990541992,1.4744184839855734,0.010090665023424147,False,0.0010953945722766702,0.0035269199283897677,-0.06666666666666667,0,True,False,251.1031554460442
40,101,6,uninformed,MARKET,BUY,,2,248.59466990541992,1.4744184839855734,,True,0.0010821921758797277,0.0037513145310122554,-0.06666666666666667,0,True,False,249.3318791474127
40,102,11,uninformed,MARKET,SELL,,1,248.6919761420283,1.6690309572023523,,True,0.0010821921758797277,0.0037513145310122554,0.0,0,True,False,247.85746066342713
40,103,15,uninformed,MARKET,BUY,,1,248.19863915831397,2.6557049246310385,,True,0.0010821921758797277,0.0037513145310122554,0.06666666666666667,0,True,False,249.52649162062949
43,104,1,market_maker,LIMIT,BUY,249.7499624653811,1,248.3099245979992,2.878275804001561,0.0057993568711086395,True,0.0011983996094336417,-0.0011454200024845287,0.14285714285714285,0,True,False,249.7490625
43,105,1,market_maker,LIMIT,SELL,251.09115544878335,1,248.3099245979992,2.878275804001561,0.011200643128891477,False,0.0011983996094336417,-0.0011454200024845287,0.23076923076923078,0,True,False,251.09115544878335
43,106,15,uninformed,MARKET,SELL,,2,248.3099245979992,2.878275804001561,,True,0.0011983996094336417,-0.0011454200024845287,0.14285714285714285,0,True,False,246.84952043366619
45,107,1,market_maker,LIMIT,BUY,249.4911978937888,1,248.2992914668331,2.8995420663338223,0.004800281224785217,True,0.0012011803389958915,-4.28220143972538e-05,0.07692307692307693,0,True,False,249.4911978937888
45,108,1,market_maker,LIMIT,SELL,250.83187441187988,1,249.62013019689442,0.2578646062112,0.004854352948336592,False,0.0012011803389958915,-4.28220143972538e-05,0.07692307692307693,0,True,False,250.83187441187988
46,109,1,market_maker,LIMIT,BUY,250.81845027208837,1,249.62013019689442,0.2578646062112,0.00480057467420092,True,0.0012011803389958915,-4.28220143972538e-05,0.07692307692307693,0,True,False,249.7490625
46,110,1,market_maker,LIMIT,SELL,252.1661120746539,1,250.0580989468944,1.133802106211192,0.00843009339284464,False,0.0012011803389958915,-4.28220143972538e-05,0.07692307692307693,0,True,False,252.1661120746539
46,111,3,informed,MARKET,BUY,,3,250.0580989468944,1.133802106211192,,True,0.0012011803389958915,-4.28220143972538e-05,0.07692307692307693,0,True,False,250.83187441187988
46,112,8,uninformed,MARKET,BUY,,3,250.25960863165164,1.5368214757257022,,True,0.0012011803389958915,-4.28220143972538e-05,0.2727272727272727,0,True,False,251.1031554460442
47,113,1,market_maker,LIMIT,BUY,252.76149393217457,1,250.82865498422137,2.674914180865102,0.0077058139472732405,True,0.001968349587601842,0.005319542888175169,0.75,0,True,False,252.1661120746539
47,114,1,market_maker,LIMIT,SELL,254.1632177909368,1,252.1661120746539,0.0,0.007919802148877397,False,0.001968349587601842,0.005319542888175169,1.0,0,True,False,254.1632177909368
48,115,14,uninformed,MARKET,BUY,,3,251.8272078423628,4.6720198971480045,,True,0.0021932550615692834,0.010186752859607491,0.75,0,True,False,254.1632177909368
49,116,1,market_maker,LIMIT,BUY,256.2311388032932,1,254.1632177909368,0.0,0.008136193074394369,True,0.002350863693919999,0.008841745430256356,1.0,0,True,False,256.2311388032932
49,117,1,market_maker,LIMIT,SELL,257.68688756998097,1,254.1632177909368,0.0,0.013863806925605448,False,0.002350863693919999,0.008841745430256356,1.0,0,True,False,257.68688756998097
49,118,5,uninformed,MARKET,BUY,,3,256.9590131866371,1.4557487666877478,,True,0.002350863693919999,0.008841745430256356,0.7142857142857143,0,True,False,257.68688756998097
49,119,6,uninformed,MARKET,SELL,,3,257.68688756998097,0.0,,True,0.002350863693919999,0.008841745430256356,1.0,0,True,False,246.84952043366619
50,120,1,market_maker,LIMIT,BUY,248.5748375296514,1,246.84952043366619,0.0,0.006989347570755555,True,0.003321723579052845,0.013294186052726725,1.0,0,True,False,248.5748375296514
50,121,1,market_maker,LIMIT,SELL,250.06119374635426,1,246.84952043366619,0.0,0.013010652429244332,False,0.003321723579052845,0.013294186052726725,1.0,0,True,False,250.06119374635426
50,122,7,uninformed,MARKET,SELL,,3,249.31801563800283,1.486356216702859,,True,0.003321723579052845,0.013294186052726725,0.75,0,True,False,246.83887666936891
51,123,1,market_maker,LIMIT,BUY,249.5759712892804,1,248.44639211659876,3.229603259511009,0.004546571045199643,True,0.010547039082315657,-0.0197662812185589,0.7777777777777778,0,True,False,249.5759712892804
51,124,1,market_maker,LIMIT,SELL,251.54040160989928,1,249.81858251781733,0.4852224570738599,0.006892277887130921,False,0.010547039082315657,-0.0197662812185589,0.75,0,True,True,251.54040160989928
51,125,6,uninformed,MARKET,SELL,,4,249.81858251781733,0.4852224570738599,,True,0.010547039082315657,-0.0197662812185589,0.5555555555555556,0,True,False,246.55463220666897
53,126,1,market_maker,LIMIT,BUY,248.88354807872454,1,248.25861067817323,3.605166136362101,0.0025172838873308884,True,0.010786680747464108,0.005708296463495436,0.5555555555555556,0,True,False,248.88354807872454
53,127,1,market_maker,LIMIT,SELL,250.86103521643818,1,249.47237091253942,1.1776456676297187,0.005566405204789613,False,0.010786680747464108,0.005708296463495436,0.5555555555555556,0,True,False,250.86103521643818
53,128,2,informed,MARKET,SELL,,1,249.47237091253942,1.1776456676297187,,True,0.010786680747464108,0.005708296463495436,0.4,0,True,False,248.88354807872454
53,129,15,uninformed,MARKET,BUY,,2,248.25861067817323,3.605166136362101,,True,0.010786680747464108,0.005708296463495436,0.4,0,True,False,250.86103521643818
54,130,1,market_maker,LIMIT,BUY,249.74951174395088,1,248.9982146099457,5.084373999907115,0.0030172792009054094,True,0.010786680382785118,-0.0007558227625112931,0.75,0,True,True,249.74951174395088
54,131,1,market_maker,LIMIT,SELL,251.73289248047976,1,250.64495667692506,1.790889865948401,0.0043405453593747005,False,0.010786680382785118,-0.0007558227625112931,0.75,0,True,True,251.73289248047976
54,132,2,informed,MARKET,BUY,,8,250.64495667692506,1.790889865948401,,True,0.010786680382785118,-0.0007558227625112931,0.5555555555555556,0,True,True,251.73289248047976
54,133,3,informed,MARKET,BUY,,8,251.73289248047976,0.0,,True,0.010786680382785118,-0.0007558227625112931,1.0,0,False,False,
55,134,1,market_maker,LIMIT,BUY,252.7428784400973,1,251.73289248047976,0.0,0.004012133454891443,True,0.010827672448754964,0.002979167287499463,1.0,0,True,True,252.7428784400973
55,135,1,market_maker,LIMIT,SELL,254.7506328005499,1,251.73289248047976,0.0,0.011987866545108531,False,0.010827672448754964,0.002979167287499463,1.0,0,True,True,254.7506328005499
55,136,3,informed,MARKET,BUY,,8,253.7467556203236,2.0077543604526227,,True,0.010827672448754964,0.002979167287499463,0.75,0,True,True,254.7506328005499
58,137,1,market_maker,LIMIT,BUY,255.86319551015976,1,254.7506328005499,0.0,0.004367261809633649,True,0.011715497015380135,0.011987866545108531,1.0,0,True,False,255.86319551015976
58,138,1,market_maker,LIMIT,SELL,257.96883084854943,1,254.7506328005499,0.0,0.01263273819036643,False,0.011715497015380135,0.011987866545108531,1.0,0,True,False,257.96883084854943
59,139,1,market_maker,LIMIT,BUY,258.0379461358044,1,256.9160131793546,2.105635338389675,0.004366924982860438,True,0.011373597420709007,0.0,0.7142857142857143,0,True,False,257.96883084854943
59,140,1,market_maker,LIMIT,SELL,260.1616524469538,1,257.96883084854943,0.0,0.008500335452121853,False,0.011373597420709007,0.0,1.0,0,True,False,260.1616524469538
60,141,1,market_maker,LIMIT,BUY,259.13162651388916,1,258.01242397855674,4.298456936794025,0.004337785437128547,True,0.00478933872965079,0.00850000000000004,0.7142857142857143,0,True,False,259.13162651388916
60,142,1,market_maker,LIMIT,SELL,261.2794326508598,1,259.64663948042147,1.0300259330646213,0.006288520327879896,False,0.00478933872965079,0.00850000000000004,0.6666666666666666,0,True,True,261.2794326508598
61,143,1,market_maker,LIMIT,BUY,260.77348923974984,1,259.64663948042147,1.0300259330646213,0.004339935851214185,True,0.004736528779951797,0.012803858982209327,0.42857142857142855,0,True,False,260.1616524469538
61,144,1,market_maker,LIMIT,SELL,262.93378259226023,1,260.2055295823745,2.147806136970644,0.010484992437572515,False,0.004736528779951797,0.012803858982209327,0.6666666666666666,0,True,True,262.93378259226023
61,145,5,uninformed,MARKET,SELL,,2,260.2055295823745,2.147806136970644,,True,0.004736528779951797,0.012803858982209327,0.42857142857142855,0,True,False,255.86319551015976
62,146,1,market_maker,LIMIT,BUY,257.8675889309917,1,257.0111555454786,8.536554210762517,0.003332280980938124,True,0.00442586335420586,0.010628478417032771,0.5555555555555556,0,True,False,257.8675889309917
62,147,1,market_maker,LIMIT,SELL,260.0098894931476,1,259.57351079092575,3.411843719868102,0.0016811372658643723,False,0.00442586335420586,0.010628478417032771,0.5,0,True,True,260.0098894931476
62,148,2,informed,MARKET,BUY,,8,258.93873921206966,2.142300562155924,,True,0.00442586335420586,0.010628478417032771,0.3333333333333333,0,True,True,262.93378259226023
63,149,1,market_maker,LIMIT,BUY,264.18103158218656,1,262.93378259226023,0.0,0.004743585923534529,True,0.006416090028600258,-0.0038806985246624464,1.0,0,True,False,264.18103158218656
